Index,Date,Cost
313,2021-01-15 17:15:00,27.6
314,2021-01-15 17:30:00,18.0
315,2021-01-15 17:45:00,29.2
316,2021-01-15 18:00:00,34.8
317,2021-01-15 18:15:00,17.2
318,2021-01-15 18:30:00,24.0
319,2021-01-15 18:45:00,21.6
320,2021-01-15 19:00:00,15.4
321,2021-01-15 19:15:00,16.2
322,2021-01-15 19:30:00,9.2
323,2021-01-16 09:45:00,12.6
324,2021-01-16 10:00:00,17.2
325,2021-01-16 10:15:00,19.0
326,2021-01-16 10:30:00,12.8
327,2021-01-16 10:45:00,26.0
328,2021-01-16 11:00:00,16.2
329,2021-01-16 11:15:00,21.2
330,2021-01-16 11:30:00,16.6
331,2021-01-16 11:45:00,25.8
332,2021-01-16 12:00:00,25.8
333,2021-01-16 12:15:00,26.8
334,2021-01-16 12:30:00,20.4
335,2021-01-16 12:45:00,17.6
336,2021-01-16 13:00:00,26.8
337,2021-01-16 13:15:00,9.0
338,2021-01-16 13:30:00,26.2
339,2021-01-16 13:45:00,12.0
340,2021-01-16 14:00:00,15.8
341,2021-01-16 14:15:00,20.2
342,2021-01-16 14:30:00,19.0
343,2021-01-16 14:45:00,13.6
344,2021-01-16 15:00:00,18.2
345,2021-01-16 15:15:00,18.6
346,2021-01-16 15:30:00,17.8
347,2021-01-16 15:45:00,9.8
348,2021-01-16 16:00:00,21.6
349,2021-01-16 16:15:00,15.0
350,2021-01-16 16:30:00,25.2
351,2021-01-16 16:45:00,24.2
352,2021-01-16 17:00:00,23.0
353,2021-01-16 17:15:00,27.4
354,2021-01-16 17:30:00,18.8
355,2021-01-16 17:45:00,14.4
356,2021-01-16 18:00:00,35.2
357,2021-01-16 18:15:00,20.4
358,2021-01-16 18:30:00,22.2
359,2021-01-16 18:45:00,25.2
360,2021-01-16 19:00:00,15.8
361,2021-01-16 19:15:00,9.2
362,2021-01-16 19:30:00,12.6
363,2021-01-17 09:30:00,2.4
364,2021-01-17 09:45:00,15.0
365,2021-01-17 10:00:00,14.8
366,2021-01-17 10:15:00,16.0
367,2021-01-17 10:30:00,30.0
368,2021-01-17 10:45:00,26.8
369,2021-01-17 11:00:00,26.8
370,2021-01-17 11:15:00,40.8
371,2021-01-17 11:30:00,29.0
372,2021-01-17 11:45:00,28.6
373,2021-01-17 12:00:00,23.8
374,2021-01-17 12:15:00,33.2
375,2021-01-17 12:30:00,24.6
376,2021-01-17 12:45:00,18.4
377,2021-01-17 13:00:00,23.4
378,2021-01-17 13:15:00,21.2
379,2021-01-17 13:30:00,30.0
380,2021-01-17 13:45:00,32.4
381,2021-01-17 14:00:00,18.4
382,2021-01-17 14:15:00,28.2
383,2021-01-17 14:30:00,18.2
384,2021-01-17 14:45:00,19.2
385,2021-01-17 15:00:00,28.0
386,2021-01-17 15:15:00,16.4
387,2021-01-17 15:30:00,26.0
388,2021-01-17 15:45:00,43.0
389,2021-01-17 16:00:00,27.0
390,2021-01-17 16:15:00,23.2
391,2021-01-17 16:30:00,25.2
392,2021-01-17 16:45:00,40.8
393,2021-01-17 17:00:00,25.0
394,2021-01-17 17:15:00,27.6
395,2021-01-17 17:30:00,33.8
396,2021-01-17 17:45:00,31.4
397,2021-01-17 18:00:00,28.6
398,2021-01-17 18:15:00,19.0
399,2021-01-17 18:30:00,25.4
400,2021-01-17 18:45:00,18.2
401,2021-01-17 19:00:00,10.4
402,2021-01-17 19:15:00,17.8
403,2021-01-17 19:30:00,2.0
404,2021-01-18 09:45:00,10.6
405,2021-01-18 10:00:00,10.4
406,2021-01-18 10:15:00,30.4
407,2021-01-18 10:30:00,32.6
408,2021-01-18 10:45:00,26.2
409,2021-01-18 11:00:00,23.0
410,2021-01-18 11:15:00,29.6
411,2021-01-18 11:30:00,36.8
412,2021-01-18 11:45:00,20.6
413,2021-01-18 12:00:00,26.0
414,2021-01-18 12:15:00,22.8
415,2021-01-18 12:30:00,39.2
416,2021-01-18 12:45:00,30.4
417,2021-01-18 13:00:00,37.2
418,2021-01-18 13:15:00,42.2
419,2021-01-18 13:30:00,34.6
420,2021-01-18 13:45:00,24.8
421,2021-01-18 14:00:00,32.2
422,2021-01-18 14:15:00,48.2
423,2021-01-18 14:30:00,30.4
424,2021-01-18 14:45:00,30.2
425,2021-01-18 15:00:00,25.8
426,2021-01-18 15:15:00,30.8
427,2021-01-18 15:30:00,30.4
428,2021-01-18 15:45:00,33.0
429,2021-01-18 16:00:00,28.6
430,2021-01-18 16:15:00,28.2
431,2021-01-18 16:30:00,26.4
432,2021-01-18 16:45:00,42.0
433,2021-01-18 17:00:00,34.2
434,2021-01-18 17:15:00,36.4
435,2021-01-18 17:30:00,37.6
436,2021-01-18 17:45:00,26.0
437,2021-01-18 18:00:00,20.4
438,2021-01-18 18:15:00,29.2
439,2021-01-18 18:30:00,38.2
440,2021-01-18 18:45:00,17.2
441,2021-01-18 19:00:00,36.2
442,2021-01-18 19:15:00,31.0
443,2021-01-18 19:30:00,11.0
444,2021-01-20 08:15:00,0.4
445,2021-01-20 09:30:00,2.0
446,2021-01-20 09:45:00,20.2
447,2021-01-20 10:00:00,13.8
448,2021-01-20 10:15:00,25.6
449,2021-01-20 10:30:00,22.4
450,2021-01-20 10:45:00,17.2
451,2021-01-20 11:00:00,24.4
452,2021-01-20 11:15:00,12.6
453,2021-01-20 11:30:00,14.8
454,2021-01-20 11:45:00,22.8
455,2021-01-20 12:00:00,20.4
456,2021-01-20 12:15:00,35.2
457,2021-01-20 12:30:00,27.0
458,2021-01-20 12:45:00,13.6
459,2021-01-20 13:00:00,14.6
460,2021-01-20 13:15:00,24.2
461,2021-01-20 13:30:00,23.0
462,2021-01-20 13:45:00,31.0
463,2021-01-20 14:00:00,12.4
464,2021-01-20 14:15:00,19.4
465,2021-01-20 14:30:00,11.4
466,2021-01-20 14:45:00,16.4
467,2021-01-20 15:00:00,23.6
468,2021-01-20 15:15:00,22.2
469,2021-01-20 15:30:00,20.0
470,2021-01-20 15:45:00,25.4
471,2021-01-20 16:00:00,25.0
472,2021-01-20 16:15:00,33.8
473,2021-01-20 16:30:00,23.6
474,2021-01-20 16:45:00,32.6
475,2021-01-20 17:00:00,30.4
476,2021-01-20 17:15:00,26.2
477,2021-01-20 17:30:00,21.4
478,2021-01-20 17:45:00,20.0
479,2021-01-20 18:00:00,22.4
480,2021-01-20 18:15:00,22.8
481,2021-01-20 18:30:00,20.6
482,2021-01-20 18:45:00,22.8
483,2021-01-20 19:00:00,24.6
484,2021-01-20 19:15:00,9.0
485,2021-01-20 19:30:00,17.2
486,2021-01-20 19:45:00,14.8
487,2021-01-21 09:45:00,6.2
488,2021-01-21 10:00:00,7.6
489,2021-01-21 10:15:00,6.0
490,2021-01-21 10:30:00,12.0
491,2021-01-21 10:45:00,24.8
492,2021-01-21 11:00:00,13.2
493,2021-01-21 11:15:00,22.4
494,2021-01-21 11:30:00,9.0
495,2021-01-21 11:45:00,8.6
496,2021-01-21 12:00:00,21.0
497,2021-01-21 12:15:00,15.8
498,2021-01-21 12:30:00,20.4
499,2021-01-21 12:45:00,22.4
500,2021-01-21 13:00:00,23.6
501,2021-01-21 13:15:00,8.2
502,2021-01-21 13:30:00,13.0
503,2021-01-21 13:45:00,16.4
504,2021-01-21 14:00:00,13.4
505,2021-01-21 14:15:00,12.4
506,2021-01-21 14:30:00,24.0
507,2021-01-21 14:45:00,18.6
508,2021-01-21 15:00:00,12.8
509,2021-01-21 15:15:00,17.2
510,2021-01-21 15:30:00,14.4
511,2021-01-21 15:45:00,17.2
512,2021-01-21 16:00:00,16.6
513,2021-01-21 16:15:00,9.0
514,2021-01-21 16:30:00,20.8
515,2021-01-21 16:45:00,23.8
516,2021-01-21 17:00:00,17.2
517,2021-01-21 17:15:00,13.6
518,2021-01-21 17:30:00,27.4
519,2021-01-21 17:45:00,14.2
520,2021-01-21 18:00:00,28.8
521,2021-01-21 18:15:00,26.2
522,2021-01-21 18:30:00,33.6
523,2021-01-21 18:45:00,18.2
524,2021-01-21 19:00:00,15.6
525,2021-01-21 19:15:00,26.8
526,2021-01-21 19:30:00,9.8
527,2021-01-21 19:45:00,12.4
528,2021-01-22 09:45:00,9.6
529,2021-01-22 10:00:00,9.8
530,2021-01-22 10:15:00,9.8
531,2021-01-22 10:30:00,11.0
532,2021-01-22 10:45:00,22.6
533,2021-01-22 11:00:00,24.4
534,2021-01-22 11:15:00,29.8
535,2021-01-22 11:30:00,21.2
536,2021-01-22 11:45:00,9.2
537,2021-01-22 12:00:00,18.6
538,2021-01-22 12:15:00,23.2
539,2021-01-22 12:30:00,27.6
540,2021-01-22 12:45:00,22.2
541,2021-01-22 13:00:00,15.6
542,2021-01-22 13:15:00,13.4
543,2021-01-22 13:30:00,14.2
544,2021-01-22 13:45:00,14.8
545,2021-01-22 14:00:00,22.2
546,2021-01-22 14:15:00,21.0
547,2021-01-22 14:30:00,23.6
548,2021-01-22 14:45:00,20.8
549,2021-01-22 15:00:00,19.6
550,2021-01-22 15:15:00,13.6
551,2021-01-22 15:30:00,35.4
552,2021-01-22 15:45:00,27.0
553,2021-01-22 16:00:00,42.0
554,2021-01-22 16:15:00,13.4
555,2021-01-22 16:30:00,22.4
556,2021-01-22 16:45:00,19.4
557,2021-01-22 17:00:00,38.2
558,2021-01-22 17:15:00,23.0
559,2021-01-22 17:30:00,26.2
560,2021-01-22 17:45:00,21.0
561,2021-01-22 18:00:00,27.2
562,2021-01-22 18:15:00,23.2
563,2021-01-22 18:30:00,24.4
564,2021-01-22 18:45:00,4.8
565,2021-01-22 19:00:00,11.0
566,2021-01-22 19:15:00,20.8
567,2021-01-22 19:30:00,3.6
568,2021-01-23 09:45:00,4.8
569,2021-01-23 10:00:00,20.6
570,2021-01-23 10:15:00,8.4
571,2021-01-23 10:30:00,16.6
572,2021-01-23 10:45:00,29.4
573,2021-01-23 11:00:00,22.2
574,2021-01-23 11:15:00,12.0
575,2021-01-23 11:30:00,15.4
576,2021-01-23 11:45:00,17.2
577,2021-01-23 12:00:00,14.2
578,2021-01-23 12:15:00,21.2
579,2021-01-23 12:30:00,19.2
580,2021-01-23 12:45:00,19.0
581,2021-01-23 13:00:00,16.0
582,2021-01-23 13:15:00,24.2
583,2021-01-23 13:30:00,18.6
584,2021-01-23 13:45:00,13.6
585,2021-01-23 14:00:00,22.2
586,2021-01-23 14:15:00,18.6
587,2021-01-23 14:30:00,27.4
588,2021-01-23 14:45:00,19.8
589,2021-01-23 15:00:00,19.4
590,2021-01-23 15:15:00,15.0
591,2021-01-23 15:30:00,19.8
592,2021-01-23 15:45:00,22.2
593,2021-01-23 16:00:00,12.4
594,2021-01-23 16:15:00,19.2
595,2021-01-23 16:30:00,14.6
596,2021-01-23 16:45:00,20.0
597,2021-01-23 17:00:00,16.2
598,2021-01-23 17:15:00,33.2
599,2021-01-23 17:30:00,18.2
600,2021-01-23 17:45:00,27.0
601,2021-01-23 18:00:00,22.2
602,2021-01-23 18:15:00,11.2
603,2021-01-23 18:30:00,19.8
604,2021-01-23 18:45:00,25.4
605,2021-01-23 19:00:00,21.0
606,2021-01-23 19:15:00,27.0
607,2021-01-23 19:30:00,13.2
608,2021-01-23 19:45:00,4.8
609,2021-01-24 10:00:00,4.4
610,2021-01-24 10:15:00,17.2
611,2021-01-24 10:30:00,33.0
612,2021-01-24 10:45:00,21.0
613,2021-01-24 11:00:00,23.2
614,2021-01-24 11:15:00,25.8
615,2021-01-24 11:30:00,31.2
616,2021-01-24 11:45:00,40.8
617,2021-01-24 12:00:00,33.4
618,2021-01-24 12:15:00,23.6
619,2021-01-24 12:30:00,18.4
620,2021-01-24 12:45:00,35.2
621,2021-01-24 13:00:00,21.4
622,2021-01-24 13:15:00,26.4
623,2021-01-24 13:30:00,16.6
624,2021-01-24 13:45:00,19.6
625,2021-01-24 14:00:00,17.6
626,2021-01-24 14:15:00,16.0
627,2021-01-24 14:30:00,29.4
628,2021-01-24 14:45:00,16.2
629,2021-01-24 15:00:00,23.0
630,2021-01-24 15:15:00,25.6
631,2021-01-24 15:30:00,23.0
632,2021-01-24 15:45:00,17.8
633,2021-01-24 16:00:00,26.2
634,2021-01-24 16:15:00,12.8
635,2021-01-24 16:30:00,28.2
636,2021-01-24 16:45:00,23.0
637,2021-01-24 17:00:00,34.0
638,2021-01-24 17:15:00,34.4
639,2021-01-24 17:30:00,32.4
640,2021-01-24 17:45:00,22.8
641,2021-01-24 18:00:00,26.6
642,2021-01-24 18:15:00,20.2
643,2021-01-24 18:30:00,21.0
644,2021-01-24 18:45:00,19.0
645,2021-01-24 19:00:00,27.2
646,2021-01-24 19:15:00,23.2
647,2021-01-24 19:30:00,26.2
648,2021-01-24 19:45:00,13.0
649,2021-01-25 09:45:00,2.6
650,2021-01-25 10:00:00,0.2
651,2021-01-25 10:15:00,6.2
652,2021-01-25 10:30:00,13.4
653,2021-01-25 10:45:00,18.0
654,2021-01-25 11:00:00,35.2
655,2021-01-25 11:15:00,20.6
656,2021-01-25 11:30:00,34.4
657,2021-01-25 11:45:00,26.6
658,2021-01-25 12:00:00,25.2
659,2021-01-25 12:15:00,21.0
660,2021-01-25 12:30:00,37.4
661,2021-01-25 12:45:00,28.0
662,2021-01-25 13:00:00,30.6
663,2021-01-25 13:15:00,22.0
664,2021-01-25 13:30:00,25.6
665,2021-01-25 13:45:00,28.8
666,2021-01-25 14:00:00,18.0
667,2021-01-25 14:15:00,30.4
668,2021-01-25 14:30:00,21.6
669,2021-01-25 14:45:00,23.8
670,2021-01-25 15:00:00,26.0
671,2021-01-25 15:15:00,22.8
672,2021-01-25 15:30:00,34.6
673,2021-01-25 15:45:00,15.4
674,2021-01-25 16:00:00,21.6
675,2021-01-25 16:15:00,22.6
676,2021-01-25 16:30:00,35.8
677,2021-01-25 16:45:00,16.2
678,2021-01-25 17:00:00,29.2
679,2021-01-25 17:15:00,26.8
680,2021-01-25 17:30:00,21.2
681,2021-01-25 17:45:00,25.6
682,2021-01-25 18:00:00,24.2
683,2021-01-25 18:15:00,20.8
684,2021-01-25 18:30:00,26.2
685,2021-01-25 18:45:00,28.6
686,2021-01-25 19:00:00,19.4
687,2021-01-25 19:15:00,29.8
688,2021-01-25 19:30:00,19.0
689,2021-01-25 19:45:00,8.0
690,2021-01-25 20:00:00,8.8
691,2021-01-27 09:45:00,9.2
692,2021-01-27 10:00:00,15.2
693,2021-01-27 10:15:00,18.6
694,2021-01-27 10:30:00,19.2
695,2021-01-27 10:45:00,16.2
696,2021-01-27 11:00:00,18.4
697,2021-01-27 11:15:00,18.4
698,2021-01-27 11:30:00,17.4
699,2021-01-27 11:45:00,17.8
700,2021-01-27 12:00:00,14.0
701,2021-01-27 12:15:00,25.6
702,2021-01-27 12:30:00,22.4
703,2021-01-27 12:45:00,14.4
704,2021-01-27 13:00:00,24.2
705,2021-01-27 13:15:00,16.6
706,2021-01-27 13:30:00,30.2
707,2021-01-27 13:45:00,25.0
708,2021-01-27 14:00:00,23.6
709,2021-01-27 14:15:00,22.4
710,2021-01-27 14:30:00,11.0
711,2021-01-27 14:45:00,14.2
712,2021-01-27 15:00:00,24.4
713,2021-01-27 15:15:00,21.2
714,2021-01-27 15:30:00,15.0
715,2021-01-27 15:45:00,22.0
716,2021-01-27 16:00:00,35.4
717,2021-01-27 16:15:00,21.0
718,2021-01-27 16:30:00,21.4
719,2021-01-27 16:45:00,25.2
720,2021-01-27 17:00:00,29.0
721,2021-01-27 17:15:00,23.0
722,2021-01-27 17:30:00,24.0
723,2021-01-27 17:45:00,34.6
724,2021-01-27 18:00:00,37.2
725,2021-01-27 18:15:00,21.6
726,2021-01-27 18:30:00,20.8
727,2021-01-27 18:45:00,23.4
728,2021-01-27 19:00:00,20.2
729,2021-01-27 19:15:00,37.2
730,2021-01-27 19:30:00,11.8
731,2021-01-27 19:45:00,6.2
732,2021-01-27 20:00:00,8.2
733,2021-01-27 20:15:00,4.2
734,2021-01-28 09:45:00,4.4
